owner_age,claimed_revenue_decile,business_credit_score,name_email_similarity,business_address_tenure_months,shared_device_registration_count,onboarding_doc_velocity_6h,onboarding_doc_velocity_24h,onboarding_doc_velocity_4w,cross_border_registration,requested_processing_limit,onboarding_duration_days,uses_free_email_domain,txn_count_90d,avg_txn_amount,unique_cardholder_count,repeat_customer_ratio,mcc_amount_zscore,txn_volume_trend_slope,large_txn_spike_ratio,refund_ratio,chargeback_velocity_trend,blue_team_fraud_probability,blue_team_decision,evaded
20,0.6998246243051309,112,0.9247485940957764,43.0811750933784,2.0,6302.836861519012,3292.8772345885595,4434.981560157783,0,498.98781922628126,0.0026756810667921535,1,4057.0,357.8562439111813,2904.0,0.04216915729047936,-0.1813453334056388,0.021132648073960217,0.059187240662923774,0.1025018819070467,0.048678283060044944,1.0,DETECTED,0
20,0.8984513158120413,67,1.0,32.719332662701405,2.0,4714.540133544588,5867.990526036411,4295.686193059858,0,197.03793432352518,0.0,1,2222.0,94.35433308684924,68.0,0.1987681590864864,-0.7691967412796931,0.029855480153489,0.05809611344253898,0.08891002019636524,0.04576481571271056,0.99479544,DETECTED,0
20,0.6945147096052569,41,0.8636862616594947,33.98378750286467,2.0,12423.766536363257,3887.376449214456,6509.758295554717,0,201.27413449447238,0.0005788510936905232,0,1160.0,63.75673470822836,270.0,0.021525224502201505,0.6090231374136211,0.0478564933669117,0.05858654320735438,0.0661100067351507,0.001416237328227054,1.0,DETECTED,0
20,0.8983042653932329,175,0.8879065382308661,9.69701873199666,1.0,7663.4340045782155,3218.0557314022553,4939.830280892386,1,205.786298341552,0.012261915386493336,0,1558.0,176.32424543088808,1418.0,0.11765632522139348,-0.8906947948959598,0.07023978043272446,0.05012186214566555,0.13105683516620642,0.04432694345077419,0.9621295,DETECTED,0
30,0.6961720733063309,144,0.4826698068919446,34.43427472193107,1.0,2098.921120780751,6483.006925375604,5726.5532803192455,0,198.4613825757406,0.004209087841865234,0,15079.0,19.630945229401547,2079.0,0.4891204910263005,-0.20790839473180875,-0.17189004133757366,0.05804126126387764,0.044517931911617487,0.047651757390990285,1.0,DETECTED,0
20,0.8999210066532105,48,0.9198525189994281,22.44670732480417,1.0,4667.724823308418,5608.222390237559,3949.9771638735483,1,206.16891652566125,0.009286451640778225,0,16952.0,46.04534338825402,10772.0,0.5983216810739489,-0.2380472309951864,-0.15654222755182384,0.0510611409154218,0.12584847542219518,0.001345286237076953,0.9997021,DETECTED,0
40,0.8083647630955025,93,0.606962363631438,20.10047177378551,1.0,5520.550538362083,6745.2783462938705,6803.240977883669,1,195.98136313247153,0.0032296938583595445,0,1524.0,420.21728559346985,1528.0,0.028450106349781897,-0.10300884230230449,-0.26788143937626774,0.05117149029957712,0.07884845716237887,-0.02012622420818773,0.9676151,DETECTED,0
40,0.4217792704918071,80,0.9025494790301509,33.58425981896678,2.0,2876.480594110243,6701.343778063621,4451.96781257465,0,191.06971956766358,0.018519863003645613,1,1678.0,112.05944128948403,2329.0,0.10112881841835167,-0.05048796445845735,-0.15518332287849365,0.0588032932196928,0.09248121746347046,0.04559279778435063,1.0,DETECTED,0
30,0.7019369392685495,97,0.7257622681216092,34.02139040612089,2.0,3132.081455875554,4204.045422193379,5575.369582106771,1,204.2529002048274,0.008696576799970213,0,566.0,74.15299357936263,2100.0,0.03824112338752331,0.2082477507906676,0.2644634778701283,0.05803921894871069,0.07369801184393379,0.03473891315513099,1.0,DETECTED,0
40,0.6967140236636026,83,0.8759172551790196,34.063186708490676,1.0,5786.701413094157,5400.352034318932,4225.77501893388,1,201.37621548015997,0.0014170062854716304,0,4439.0,75.93516658030555,1430.0,0.8227188536039222,-0.04601265313081668,0.13503594338767513,0.05154230135558761,0.01241909183522429,-0.02126625671204815,1.0,DETECTED,0
20,0.3933345277129797,139,0.7800429066344954,13.678839381469714,1.0,2999.300481376636,5749.0435834866585,5529.138570896141,1,195.9286478067582,0.005756789009532534,0,625584.0,18.8892425794685,2040.0,0.5344577751460418,0.009723574350828885,0.2518904193203794,0.057326787045427006,0.05670020724201789,0.044937819275343786,0.9999851,DETECTED,0
50,0.7103830738180382,98,0.373921081647694,27.799005807168033,1.0,9249.90246565242,3632.3639338285902,5449.362292598557,0,196.37547877296487,0.004562862422489774,1,5218.0,64.43631749408583,8339.0,0.5854914672605501,-0.0010869048593387127,-0.14498206596567143,0.0583270073038724,0.07351577015378802,0.026276710691446006,1.0,DETECTED,0
50,0.9009538029200608,167,0.9462262583245951,11.260109419068744,1.0,2583.323090955692,5362.091086024998,5022.810475129686,0,196.37811993202658,0.013897568291169796,1,4485.0,69.78150216126753,433.0,0.04959409905822129,0.5688660056771889,0.05866940901943455,0.05749096550066577,0.05302546556016417,-0.010111183362066256,1.0,DETECTED,0
40,0.6992620181817535,209,0.8791840693609596,33.38776167060648,1.0,5532.599804690143,3010.571732131043,4279.820306856388,0,201.69845770498654,0.00965274996437164,0,611553.0,92.55547556577191,7867.0,0.3527363726521547,-0.6895627804282688,-0.28830915212414526,0.058063236632152945,0.032011506356524486,-0.037229462639653405,1.0,DETECTED,0
20,0.09839466139816547,245,0.7905782745154095,34.68858980337708,2.0,5355.653567093904,5156.945873853346,5018.3445719741085,0,197.6219939463807,0.008692491827881631,0,1646.0,351.65634812557164,974.0,0.021293781815112198,0.4199745348473649,0.05737132373791915,0.04974101630309885,0.13104604839880202,0.047627874403511176,0.99999636,DETECTED,0
40,0.7992495249229891,59,0.8047741798988032,21.498395584680814,2.0,5409.865294144346,3200.013236760654,5196.781075436573,0,201.05381812266023,0.005578266268145833,1,2001.0,2313.720907775109,624.0,0.040126006502201286,-1.0587101685563236,0.028829564414194563,0.05771830170288803,0.06147986874368951,0.048486382407679524,0.9995614,DETECTED,0
40,0.7029059264459682,183,0.7900496818957627,33.92490488056327,1.0,5310.99731414911,4587.964476482105,6245.455426195309,1,194.51680342066354,0.0069125662287028095,0,2438.0,334.45249266016543,2477.0,0.05464089947171352,0.0903604446009878,-0.12782700256058754,0.04843569543984768,0.08027085155788206,-0.006566034568751095,1.0,DETECTED,0
40,0.09715704187014221,128,0.9070120288922584,34.521345159297994,1.0,6409.228637967003,4476.173993901132,5281.580213159704,0,197.438333054149,0.010299522730339116,1,2601.0,84.40060610384651,1235.0,0.8150151059580807,0.01485306637110742,-0.28254024936769917,0.05058297824467068,0.05003361920080289,0.008113441031054824,1.0,DETECTED,0
30,0.9148122199575981,93,0.9276934476533355,34.20750191778209,2.0,4151.220989580479,5262.505873063016,5184.8563270841505,0,204.57627187647847,0.0004095208099178459,1,1497.0,116.39095823965016,518.0,0.19721488833100095,0.2925358889787475,0.028433880369183033,0.05864659075269424,0.047952222758850055,0.009952905755616002,1.0,DETECTED,0
40,0.08763039471154253,123,0.9769659422886271,33.70251208937128,1.0,6085.666831828943,4189.510542138642,4970.892287774326,1,204.664705307414,0.006807466364990089,1,2343.0,135.68874781684409,423.0,0.04385387700046933,0.5381521602248214,0.12458965887229399,0.05002619049693245,0.12509581753269775,0.04724042083800772,0.99999946,DETECTED,0
20,0.6964186303838643,85,0.24037813855152307,33.794928692643296,2.0,3461.4055797682863,6487.044952151676,5280.5195737186905,0,193.2365601197639,0.0,1,1264.0,107.70140337932207,533.0,0.030015790135564838,0.2617340493082627,0.06276904799943352,0.058841651493662286,0.07611480089446467,0.029874511941687047,1.0,DETECTED,0
40,0.6911404814134489,128,0.744259608963989,33.79646857814002,2.0,4345.4322927894145,4872.662261390989,5523.802477171975,0,205.60844776793058,0.005729127085480343,1,14839.0,18.8771069889347,8654.0,1.0,-0.10335993694243518,-0.16101647060041022,0.057513092630064315,0.033256581192550316,0.01262500327723853,1.0,DETECTED,0
20,0.7959275123196742,69,0.6142630262455536,21.78679618632718,1.0,4091.32797672815,6778.244966562812,4805.198117656798,1,206.0786359604925,0.002085299581758862,0,1004.0,137.18722287851256,9312.0,0.01823368325472037,-0.27429338571222217,-0.17922861307058613,0.057569831955573844,0.12933616808365156,0.04383306506901407,1.0,DETECTED,0
30,0.9144429293383018,226,0.9936779040900521,33.37543791418871,1.0,6402.925949678112,4030.1102535370123,6269.927457960834,0,196.8838064705719,0.0027407719279720806,1,908.0,85.44120778351099,936.0,0.05819473316703679,0.15777230774669043,-0.139480546505992,0.04958556671019432,0.09699484195406395,-0.0036226903262443766,0.99988174,DETECTED,0
40,0.9020117497081033,209,0.5630843597270957,11.166160403193288,1.0,5059.09881902982,6488.667802445894,4211.416412324756,0,997.7719122786157,0.01363094478804107,0,3793.0,81.23234686199115,580.0,0.0467915524163012,-0.5757338531490882,0.04132699257916983,0.05845942732307513,0.13250436071222252,-0.023234856296053215,1.0,DETECTED,0
40,0.09689416182603286,80,0.7792842921506948,34.630441163851515,1.0,5579.588629328977,2308.921918852288,5159.914920430603,1,198.95545505538468,0.006387751740761593,0,1752.0,88.95952748089036,2744.0,0.04594636908811693,-0.20568663938920181,0.1847293309176462,0.058270215283745874,0.01860624804372386,0.043359715971336595,1.0,DETECTED,0
40,0.3370516406836585,103,0.9091645644541548,9.504008496381726,2.0,3790.840593515962,5245.339060555494,4271.796114236567,0,206.35920026737287,0.005489517656619309,1,2038.0,72.52715546168702,486.0,0.027236985815979865,0.5778122846815194,-0.10430642931327566,0.05767887146508105,0.1301198702611878,0.04632179053583499,1.0,DETECTED,0
40,0.7010515462865743,99,0.7791618913092547,12.978176499447002,1.0,2321.2203628872003,3652.750972779726,5086.248321798602,1,197.60855537977315,0.004447093592071363,1,2086.0,137.07511271526863,1963.0,0.9408585035613496,-0.03642724895560351,0.24052924054083843,0.058146818912891425,0.055808104696088864,0.04716929512871733,1.0,DETECTED,0
60,0.9113267661057858,49,0.5760496127490725,34.376708951250855,2.0,3840.178613169639,5100.868405889509,4772.714885294364,0,207.6816795590224,0.00043299626021673114,1,711.0,228.29257623507863,1432.0,0.04466767050759278,0.5876879891321409,0.05159193449299956,0.05785360081900693,0.06832985001516556,-0.010824526299194538,1.0,DETECTED,0
50,0.8998298455056534,136,0.24811983308335483,8.036529053739462,1.0,2596.4104216893766,6311.740506720455,6453.7146166113835,1,200.53501846359052,0.004098559588469835,1,2501.0,319.1298597916701,219.0,0.30356015835758504,0.10326579508223252,-0.12768477304843043,0.05734186288348572,0.09202241970969588,0.045202678413516315,0.99982834,DETECTED,0
50,0.6900570872593601,150,0.8384420584683605,34.53761802087015,1.0,2056.118863443622,2808.6401801841102,4214.103698620433,0,1514.619034146177,0.0015765627632125516,0,2608.0,57.26386799985328,1475.0,0.23542123837092502,0.5754196026919538,0.23378158095441273,0.05793546422806246,0.0637272830483275,0.04755929717885237,1.0,DETECTED,0
40,0.5946603366200577,250,0.8222077357969053,34.169120942513,2.0,3396.063736308852,6019.865769291056,5150.313340646863,1,1512.293396668561,0.002638779149850399,0,2518.0,72.64187161472432,1952.0,0.22655811702510215,-0.3457632458745743,-0.12505512305906358,0.05037689525020092,0.07733390666937821,0.048809201647879254,0.99416316,DETECTED,0
20,0.9049363151990653,206,0.7559556789351816,24.725098038635174,1.0,2667.7016946545505,3799.737962234186,5041.60057233239,1,976.4768938101743,0.007743162843947173,0,3484.0,148.2558875735529,332.0,0.0705967563589581,-0.3309681347741534,-0.08368310838177763,0.05869773208936865,0.1417626368491453,0.04726627664209898,0.99999326,DETECTED,0
20,0.6984051303498199,83,0.804280819420245,247.45153136964882,1.0,6938.855795269936,2797.2854910205406,2973.9319909037276,0,197.61991028180893,0.005282401277245504,0,4705.0,77.54829843406549,4533.0,0.3085775718739904,-0.009666040721797865,-0.2508230032875473,0.058261078888959573,0.13671038422638512,-0.028774368707002552,1.0,DETECTED,0
40,0.8978399879149942,277,0.0354502741271774,33.35342781056673,1.0,2753.0652664154522,6109.473814487971,3505.330005692132,1,1493.536574250533,0.003722812782147779,0,0.0,266.1611861930434,740.0,0.26146738753335197,-0.13205849225821437,0.06539076577490714,0.05163212170908554,0.10476731880206547,0.04344017468601853,0.89124906,DETECTED,0
40,0.4026691296999001,128,0.08530371175132329,30.009204395627435,2.0,8603.926054032056,5949.102935915227,4908.96980360315,0,196.37745660611378,0.012298493192421623,0,14052.0,32.86627379214508,8419.0,0.6684326377801226,0.025967443554225648,0.25865353436748006,0.05674947096805397,0.06249907123858511,0.04737823810921094,1.0,DETECTED,0
40,0.7054966553973331,193,0.8968125208566026,18.49028436037245,2.0,2153.3500372660583,4833.8094357898435,4318.57784610703,0,206.50229880895202,0.005822327199458457,1,2599.0,58.965652010619344,1285.0,0.03144112614358219,-1.4646504954268729,-0.04868258588134622,0.05840553063414931,0.01820538831110542,-0.009447938367574264,1.0,DETECTED,0
20,0.6936845686619592,121,0.4655399395355264,33.58664317330953,2.0,3006.095734383305,3384.905031666456,5276.659069232249,0,207.29271380279548,0.0025252257666226836,1,5263.0,128.25609752035086,1626.0,0.20438913458763427,0.16556333651542982,0.05104148101122879,0.057723550454182385,0.09709926249937542,0.04740161212565316,0.99999994,DETECTED,0
20,0.8998528967030937,134,0.40100477517035454,33.367207812025654,2.0,10378.890551241228,3139.4531905500908,4307.509606869775,1,202.38630629100808,9.274488296331408e-05,1,1944.0,82.73174466955234,769.0,0.006899314003888799,0.2821881679140933,-0.19504693453582692,0.05917222027530195,0.033403228318973556,0.013719410508276107,1.0,DETECTED,0
59,0.794417056269742,195,0.8760439820526815,33.74093595100122,1.0,8492.339791436934,4545.637333901631,6202.768601320829,0,196.18725816568562,0.0021828952415869764,1,3029.0,2347.12738952378,573.0,0.22428146395639056,0.1631242529449392,-0.17529257108405102,0.05782129995410376,0.03413017424981905,0.04765149126295969,0.9984447,DETECTED,0
40,0.798376641294209,89,0.5532567672218917,26.614712341318832,2.0,4269.844283851731,5152.985953753914,4796.183862007605,1,190.7620167297367,0.005947639630170386,0,3364.0,45.46796762621018,668.0,0.156882257505628,-0.05375601384233153,0.058317932369497325,0.057962881533739116,0.1202472600561049,-0.05365867484967071,0.9999999,DETECTED,0
40,0.697889158299851,145,0.9421062572362252,33.64997677942279,1.0,3771.1946602778457,4219.289911850203,4762.480118096334,1,198.89977305223718,0.018613673536989443,1,0.0,117.85658786901377,1288.0,0.04953207423723187,-0.40036946262423345,0.07221612381067322,0.058443894185931454,0.07456784473100565,0.046930642154120905,1.0,DETECTED,0
20,0.7104818574770297,160,0.5223954379281927,34.575004878057676,2.0,2588.212433737527,4830.915837245762,4733.375915130237,0,192.21357045364923,0.00285963825207577,1,2747.0,2141.908244155348,765.0,0.04639576716670843,0.5712567993330757,0.024732350541487293,0.0581825406438513,0.04026048372133704,0.04904895726736048,1.0,DETECTED,0
30,0.4182216940817721,31,0.9388752277119617,34.311464575129044,1.0,8286.067796327936,5581.277034479056,5428.175502305467,0,196.7663289646642,0.0,1,1619.0,124.19621662430373,1099.0,0.02803125957756247,0.5718431334928664,-0.20238724235372565,0.05792202479586375,0.11256980229382746,0.04841989169088505,1.0,DETECTED,0
40,0.6097008595692057,148,0.5053684744269235,32.925901781988,1.0,1033.4785147792848,4420.934153173213,4401.315594211225,0,200.2028976995352,0.002298624320632008,0,3903.0,115.38897938714872,1945.0,0.15528263945771043,-0.10115230551288398,0.07455334926884391,0.05658968031256713,0.13356575987859068,0.010255534963433548,0.9999999,DETECTED,0
40,0.909097533409338,184,0.7252640639142971,34.6687325097785,1.0,3034.5073189360114,4282.611202515458,4144.081138507748,1,990.4329993041823,0.003021298706482908,0,0.0,216.56192362212425,1972.0,0.03681863138130345,-0.48557166030910065,-0.15050875415008277,0.058930017243083395,0.05483873716240373,0.04666381083566785,1.0,DETECTED,0
40,0.7030901253355749,108,0.8153861173701908,33.82569267569046,1.0,2511.312613061629,4893.875969348669,4293.418451721363,1,193.4193263605683,0.004512864126258776,0,75452.0,88.7926890122037,1780.0,1.0,0.2041745628342938,-0.1144079135399581,0.05671788760174067,0.033176085753059276,0.04542392866060059,1.0,DETECTED,0
40,0.5042698397147835,194,0.834573151422424,20.677948924961186,1.0,6326.623289062716,2755.292112023614,3025.478519049504,1,489.5962791900034,0.01887443296826351,0,2879.0,50.24600485046472,10674.0,0.03926549619931047,-0.15504945281788068,-0.15625197857380907,0.05811310273404341,0.05174730964835022,-0.0011407607704352388,1.0,DETECTED,0
40,0.9037756598308805,203,0.3899283838506409,39.954720952126124,1.0,6969.943446805602,3408.3951227653233,5480.219686589109,1,993.905172144317,0.0034431133762687035,1,626620.0,97.49687300094327,1874.0,0.261340102450504,-0.0034324688518323062,-0.1518422557804755,0.056442213416467595,0.027423212672416847,0.04877332159369778,1.0,DETECTED,0
20,0.8014634388917866,48,0.474220535754263,34.08212461529923,1.0,3545.373584922712,5287.0777514012425,4132.288101164021,1,199.0705080530328,0.0033106971329776836,0,408.0,77.56904913785158,1319.0,0.020650997930785963,0.1391931749723302,0.0706003628751769,0.05849441213944125,0.04054977286437504,0.04738146275512463,1.0,DETECTED,0
20,0.893201297861211,111,0.7956417345120629,23.025491831458382,1.0,4610.099855264722,5311.888862632436,5417.832465635619,1,206.73248851516882,0.005345038371687692,0,11066.0,67.54849096026278,10820.0,0.6684970243198753,0.012677253625249962,0.24463368341863984,0.05795454778820229,0.012413180563559563,0.04652884984506497,1.0,DETECTED,0
40,0.8951310519729418,308,0.1362623590226809,12.115720630324002,2.0,4266.337435135019,5952.323898419769,3448.8137339964915,1,196.71336987969,0.0037622419932884753,0,0.0,348.599713110342,1948.0,0.10580601704413244,-0.6373094863940599,-0.17175601910731766,0.058129983558981635,0.06291194783156516,-0.004893668174874357,0.9999997,DETECTED,0
40,0.7080529632678245,110,0.5904277995517646,33.90994210646163,1.0,6545.667135837995,4402.0907415535,5060.5685497345075,0,193.63515653547296,0.015075375308322326,1,1099.0,67.05854389668605,1284.0,0.05161743342309197,0.25563962460220413,0.028614215573935054,0.058737053263515124,0.08098593898529861,-0.002964095709497366,1.0,DETECTED,0
49,0.40354257338425803,190,0.06089584443415498,33.58594979745571,1.0,11673.596968828007,2831.6458093400806,4886.476874369786,0,204.28336085941893,0.0018380666698026768,1,5840.0,103.0464137943853,8329.0,1.0,-0.4288668938554341,0.07723220301881746,0.05774814101934561,0.07971361134820901,0.028884464510604675,1.0,DETECTED,0
40,0.7034150912173561,106,0.8263397909555014,34.80201249105821,2.0,5184.10563364806,2471.23351251211,5383.695364400752,0,1505.725344641104,0.0011382595917010484,1,4795.0,110.60568333214015,1355.0,0.5681421754318536,0.04925937056209838,-0.14451941368112609,0.05645306312954219,0.10883588513853998,0.03997234412539915,1.0,DETECTED,0
40,0.3125338506409462,142,0.7557632650334444,33.36361106848016,1.0,7588.08067259113,4978.4554007724155,5427.617358805297,0,195.0844669802087,0.0056759519910761,1,2491.0,104.12094653864331,1462.0,0.4732709973274149,0.005214860978867829,-0.17762814762902782,0.056720886067413594,0.04641056109117135,0.04885239697054023,1.0,DETECTED,0
40,0.9007700078078812,141,1.0,34.63847057342066,1.0,6311.448621437872,5534.462476100494,5154.589110350418,0,200.8138531062255,0.012413145882448264,1,363.0,85.28216918205771,3408.0,0.1978086740093524,-0.21724842107460374,0.13373530263061062,0.05830201360401181,0.1283056802396291,0.04772950156205167,1.0,DETECTED,0
65,0.7003574095745955,84,0.3232293256526111,26.77292420417397,2.0,8511.615907303303,3914.0168450788383,4332.6915864025,0,205.4121015627979,0.001832098554589994,1,2164.0,55.15011294205989,2353.0,0.050428545924317204,0.413792966330742,-0.16744757574978564,0.05787802383031988,0.07346644076131022,0.023796034429887494,1.0,DETECTED,0
69,0.9091736301943425,86,0.855256023992773,12.887890902477455,1.0,4728.499438674284,2156.2112895667997,4422.453311799119,0,1513.9185408736728,0.0,0,3777.0,79.01225147493744,425.0,0.04314702806732339,0.02229042179019325,0.19476977128161355,0.05130373121730708,0.13513830507747077,0.007652089819159337,0.67498124,DETECTED,0
40,0.7141887643805068,303,0.5475358114559006,34.6872872298269,1.0,6595.747511291953,4191.601517400269,5197.633562631669,0,1490.2836103362388,0.00401021643818208,1,2376.0,144.77648028148008,3419.0,0.35161182140257247,-0.14961674203250552,-0.18654068554472064,0.05770095426753395,0.040709574202935056,0.050036986852177404,1.0,DETECTED,0
40,0.7076025797715997,100,0.4887023915909626,33.83361797504945,1.0,8455.411739729936,7900.825133229152,5628.791030088701,0,197.69875816173763,0.003821242937777005,0,3930.0,123.07526397677606,873.0,0.3323823729675349,0.09182923581946137,0.042303492827227514,0.04944330930328786,0.07631905612495034,0.04852488320548493,1.0,DETECTED,0
40,0.7006253027798296,100,0.6539821828785074,16.455647617394845,2.0,2596.3084618833736,5955.772506510001,5381.104758794037,1,1481.8390167016198,0.0,0,817.0,350.5291927824735,368.0,0.005362716097677224,0.43886500115675986,0.03398010813313655,0.050459194560172047,0.10906464757805184,0.04917301817986458,0.9997815,DETECTED,0
40,0.8961190939088494,114,0.8049375038021873,33.322369037095456,2.0,4542.104728359007,4581.262803710522,4327.059921319881,0,207.4819467483575,0.004846122155093697,1,637009.0,105.04804825736232,8512.0,0.37291951835965287,0.046992773843795244,-0.20409210884525605,0.057590280640332364,0.05645835302627154,0.03159257122130229,1.0,DETECTED,0
20,0.8959400698269776,117,0.16312439958976177,33.282846984256686,2.0,4222.803679026137,6274.202110858982,5304.8201797259935,0,197.88595847891952,0.012691427809389122,1,1621.0,125.67924215565667,1562.0,0.20230497427936947,-0.18127287257928684,-0.263623729222985,0.05715463748967358,0.13758228598769728,0.031984542958533105,0.9999795,DETECTED,0
30,0.901262481690547,38,0.0,33.43847459761176,1.0,5371.221865105298,6399.001920508824,3765.0597175886573,1,198.8088190406644,0.003584166973452159,1,0.0,149.1144429294148,277.0,0.03575148958301806,-0.5802739347894303,0.06738505649311023,0.051024593315557684,0.07505423716184896,0.043995350375715475,0.9822776,DETECTED,0
40,0.4199536137993403,233,0.60904689872465,118.71951046036591,1.0,2874.961325176199,1688.7405589723573,5201.459467343191,0,507.51351821213075,0.002192033403031129,1,0.0,44.734217685193414,6725.0,0.2454716977947237,-0.038796628006423584,-0.14992316345990828,0.05801211921056719,0.031487714952681725,0.04909118517739308,1.0,DETECTED,0
20,0.906687447501345,165,0.8333596016866016,42.01516264293966,1.0,5524.289027319286,3444.5055597295905,4977.713671843942,0,1480.0956042245657,0.005820880802967606,1,329.0,101.4253051948333,293.0,0.2973631013660135,-0.32177309534781845,0.06069900768478456,0.057703494999871506,0.13313433548961484,-0.05684128065490914,0.9999718,DETECTED,0
40,0.9000140139438421,297,0.772574954303252,211.16891872882042,1.0,5899.981364582287,2828.646567469191,4982.463744232409,0,200.5790423836998,0.004965533645382134,0,3408.0,389.2088646925849,540.0,0.26044097951368844,0.5202237911027503,-0.25430003947047075,0.05894655263017193,0.10230756548720202,0.014225230643336435,0.9999931,DETECTED,0
20,0.7931343545144764,47,0.8641112056204795,11.654517262926241,1.0,3787.4886227588504,5378.025635807699,5043.012940270505,1,200.09459073220347,0.007504505187640538,0,3001.0,2548.071924692335,2498.0,0.021658875018932454,-0.23906689015244342,0.04404764030005002,0.05876227800129544,0.09552991988393145,0.04565804949274764,0.9999991,DETECTED,0
50,0.10161489007390097,208,0.16689137460658515,34.19552255015212,1.0,2126.0880085890512,2888.810393842241,4816.233508268791,0,202.13866480966414,0.00157372330751665,0,3325.0,80.01921110180844,523.0,0.028419349757327825,0.4113218424612426,0.05866550685600495,0.057014324368010495,0.028204200710872915,-0.009911098282810824,1.0,DETECTED,0
40,0.8931152607129637,83,0.8638777437650279,33.965071549892514,1.0,2988.637219621774,3804.9850952241814,3780.882350948372,1,202.28169713431475,0.003808640494461089,0,2194.0,34.80984033450813,8153.0,1.0,-0.056515680177433414,-0.13396737831817984,0.05884236593579736,0.12759281140318293,0.043369988720714306,1.0,DETECTED,0
